"","RecordNumber","DateReported","DateOccurred","TimeOccurred","GeographicAreaID","GeographicAreaName","GeographicSubAreaID","Part1_2","CrimeCode","CrimeCodeDesc","VictimAge","VictimSex","VictimEthnicity","CrimeSceneCode","CrimeSceneDesc","CaseStatus","CaseStatusDesc","CrimeCode1","CrimeCode2","AddressCrime","LatitudeCrime","LongitudeCrime","CriminalCharacteristicCodes","WeaponUsedCode","WeaponUsedDesc","CrossStreet","CrimeCode3"
"243","230708191",2023-04-07,2020-08-30,"1635","7","Wilshire","736","2","354","THEFT OF IDENTITY","48","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"300 S  COCHRAN                      AV","34.0692","-118.3472","1822",NA,NA,NA,NA
"244","221700766",2022-05-11,2020-10-01,"800","17","Devonshire","1721","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","37","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","341",NA,"21600    TRIBUNE                      ST","34.2675","-118.6005","0352 0344",NA,NA,NA,NA
"245","231220613",2023-10-02,2020-07-17,"1","12","77th Street","1207","2","354","THEFT OF IDENTITY","42","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"800 W  50TH                         PL","33.997","-118.2871","0800 0100 0930 1822",NA,NA,NA,NA
"246","230309403",2023-04-15,2020-09-06,"1","3","Southwest","363","2","354","THEFT OF IDENTITY","30","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"4000    WEST                         BL","34.0128","-118.3447","1822 0100 0930 0928",NA,NA,NA,NA
"247","220506019",2022-02-01,2020-02-01,"1200","5","Harbor","507","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","12","M","H","501","SINGLE FAMILY DWELLING","AO","Adult Other","627",NA,"1400 W  227TH                        ST","33.8201","-118.3015","0913 0602 0557 0400 0416 1258","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"248","231107419",2023-03-30,2020-08-08,"2346","11","Northeast","1122","2","624","BATTERY - SIMPLE ASSAULT","40","M","H","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","624",NA,"LOS FELIZ                    BL","34.117","-118.2717","1278 0400 1310","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","CRYSTAL SPRINGS              DR",NA
"249","221204063",2021-12-09,2020-01-20,"1725","12","77th Street","1255","2","354","THEFT OF IDENTITY","21","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"7400 S  DENKER                       AV","33.9728","-118.3046","0928",NA,NA,NA,NA
"250","221225797",2022-12-22,2020-12-22,"220","12","77th Street","1249","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"6900 S  FIGUEROA                     ST","33.9774","-118.2827",NA,NA,NA,NA,NA
"251","231809755",2023-04-28,2020-03-01,"800","18","Southeast","1824","2","354","THEFT OF IDENTITY","42","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"9400 S  CENTRAL                      AV","33.9509","-118.2546","0928 1822",NA,NA,NA,NA
"252","220411016",2022-07-18,2020-06-22,"1300","4","Hollenbeck","439","1","310","BURGLARY","68","M","H","221","PUBLIC STORAGE","IC","Invest Cont","310",NA,"4800    VALLEY                       BL","34.0659","-118.1802","0344",NA,NA,NA,NA
"253","230710560",2023-06-08,2020-06-01,"200","7","Wilshire","752","1","121","RAPE, FORCIBLE","18","F","B","103","ALLEY","IC","Invest Cont","121",NA,"1200    LA CIENEGA                   BL","34.0555","-118.3762","0448 0527 0305 0340 1268 0416 1822 2004","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"254","221505387",2022-02-04,2020-03-01,"1200","15","N Hollywood","1569","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","39","F","H","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","230",NA,"10500    RIVERSIDE                    DR","34.1522","-118.3593","0444 0411 0429 0913 0400 0416 2000 1814","200","KNIFE WITH BLADE 6INCHES OR LESS",NA,NA
"255","232005220",2023-01-28,2020-09-01,"1620","20","Olympic","2074","2","354","THEFT OF IDENTITY","31","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"2000    CAMBRIDGE                    ST","34.0446","-118.3003","1822",NA,NA,NA,NA
"256","232110125",2023-06-08,2020-04-27,"1400","21","Topanga","2175","2","624","BATTERY - SIMPLE ASSAULT","81","M","W","108","PARKING LOT","AO","Adult Other","624",NA,"TOPANGA CANYON","34.1732","-118.6152","1218 2004 1202 0416 0429 1822","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","VENTURA",NA
"257","230306591",2023-02-19,2020-12-05,"1040","3","Southwest","307","2","354","THEFT OF IDENTITY","54","F","K","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"2500    WELLINGTON                   RD","34.0332","-118.3375","0100 1822 0917 0929 0930 0928",NA,NA,NA,NA
"258","221913440",2022-08-20,2020-04-17,"955","19","Mission","1913","2","354","THEFT OF IDENTITY","78","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"15200    COBALT                       ST","34.3131","-118.4632","1202",NA,NA,NA,NA
"259","210217152",2021-11-02,2020-01-01,"1030","2","Rampart","215","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","8","F","F","501","SINGLE FAMILY DWELLING","AO","Adult Other","812","860","400 N  VENDOME                      ST","34.0767","-118.2791","0602 1251 1258 0913 0500 0522 0551 0360 0400 2021","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"260","211804895",2020-12-09,2020-12-09,"1230","18","Southeast","1823","1","210","ROBBERY","53","F","H","101","STREET","IC","Invest Cont","210",NA,"400 E  95TH                         ST","33.9502","-118.2673","0344 1300 0342 0302 0390 0400 1822 1240 1309 0216","106","UNKNOWN FIREARM",NA,NA
"261","220604806",2022-01-19,2020-03-21,"1200","6","Hollywood","636","2","354","THEFT OF IDENTITY","54","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"6400    YUCCA                        ST","34.1039","-118.3297","1822 0930",NA,NA,NA,NA
"262","221404880",2022-01-20,2020-12-01,"1430","14","Pacific","1464","1","480","BIKE - STOLEN","32","M","W","707","GARAGE/CARPORT","IC","Invest Cont","480",NA,"12600    VILLAGE                      LN","33.9779","-118.4142","0344",NA,NA,NA,NA
"263","221822433",2022-12-19,2020-11-25,"2200","18","Southeast","1822","1","121","RAPE, FORCIBLE","27","F","H","505","MOTEL","IC","Invest Cont","121",NA,"10300 S  BROADWAY","33.9428","-118.2781","0913 2002 0531 0444 0416 0510 0419 0516 0527","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"264","220218655",2022-10-17,2020-05-08,"1000","2","Rampart","257","2","354","THEFT OF IDENTITY","22","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"500    UNION                        DR","34.0587","-118.2678","0923 0100 1822",NA,NA,NA,NA
"265","231706742",2023-03-06,2020-01-01,"1200","17","Devonshire","1721","2","813","CHILD ANNOYING (17YRS & UNDER)","11","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","813",NA,"10400    LARWIN                       AV","34.2589","-118.6137","2024 0500 1822 1251 0940 1259",NA,NA,NA,NA
"266","231809250",2023-04-20,2020-04-20,"915","18","Southeast","1846","2","354","THEFT OF IDENTITY","30","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1400 E  111TH                        PL","33.934","-118.2498","0930 1822",NA,NA,NA,NA
"267","211105454",2021-02-12,2020-11-29,"1200","11","Northeast","1144","2","354","THEFT OF IDENTITY","60","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"2400    MORENO                       DR","34.1047","-118.2687","1822 0100",NA,NA,NA,NA
"268","220605785",2022-02-08,2020-10-16,"1820","6","Hollywood","666","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","41","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","956",NA,"1200 N  CAHUENGA                     BL","34.0925","-118.3288","1501 1822",NA,NA,NA,NA
"269","221604268",2022-01-07,2020-02-19,"1300","16","Foothill","1667","2","354","THEFT OF IDENTITY","44","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"9300    SUNLAND PARK                 DR","34.2397","-118.3661","0377 1822",NA,NA,NA,NA
"270","232006335",2023-01-23,2020-10-09,"1551","20","Olympic","2049","2","354","THEFT OF IDENTITY","38","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"2700    JAMES M WOOD                 BL","34.0559","-118.2868","0100 0344 0922 0923 0924 0925 0929 0930 1822",NA,NA,NA,NA
"271","221912723",2022-08-02,2020-11-01,"1100","19","Mission","1972","2","649","DOCUMENT FORGERY / STOLEN FELONY","56","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","649",NA,"8900    BURNET                       AV","34.2319","-118.4633","0923",NA,NA,NA,NA
"272","221218237",2022-08-23,2020-08-23,"1600","12","77th Street","1203","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","8","F","H","501","SINGLE FAMILY DWELLING","AO","Adult Other","812","860","1600 W  45TH                         ST","34.0028","-118.3068","1251 1258 1203 0913 0500 0522 0551","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"273","222008928",2022-04-21,2020-07-01,"1200","20","Olympic","2023","2","354","THEFT OF IDENTITY","62","M","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"400 S  KINGSLEY                     DR","34.0672","-118.3028","1822",NA,NA,NA,NA
"274","221304490",2022-01-11,2020-10-01,"2000","13","Newton","1385","2","354","THEFT OF IDENTITY","29","F","B","701","HOSPITAL","IC","Invest Cont","354",NA,"300 E  59TH                         PL","33.9861","-118.2696","0100",NA,NA,NA,NA
"275","221314362",2022-07-11,2020-04-07,"1","13","Newton","1307","2","354","THEFT OF IDENTITY","53","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1600 E  OLYMPIC                      BL","34.0349","-118.2436","0800 0100 0930",NA,NA,NA,NA
"276","230305615",2023-02-01,2020-01-25,"1","3","Southwest","355","1","121","RAPE, FORCIBLE","33","F","W","501","SINGLE FAMILY DWELLING","AO","Adult Other","121",NA,"3600    CIMARRON                     ST","34.0228","-118.3156","1821 1241 0913 2000 0527 2034 0512","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"277","220817021",2022-11-18,2020-11-17,"2330","8","West LA","839","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","32","M","H","203","OTHER BUSINESS","IC","Invest Cont","930",NA,"2000    AVENUE OF THE STARS","34.0587","-118.4158","0421","511","VERBAL THREAT",NA,NA
"278","230220152",2023-10-25,2020-01-25,"1845","2","Rampart","295","2","354","THEFT OF IDENTITY","34","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1300 S  BURLINGTON                   AV","34.0456","-118.2789","0100",NA,NA,NA,NA
"279","220206045",2022-02-17,2020-11-19,"900","2","Rampart","299","2","354","THEFT OF IDENTITY","38","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1000 W  18TH                         ST","34.0387","-118.2786","0100 1822",NA,NA,NA,NA
"280","230710295",2023-05-31,2020-01-01,"1200","7","Wilshire","753","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","29","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","956",NA,"1000 S  ORANGE GROVE                 AV","34.0578","-118.3628","2000 1814 1906",NA,NA,NA,NA
"281","222104573",2022-01-18,2020-08-07,"1155","21","Topanga","2169","2","354","THEFT OF IDENTITY","38","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"6200    PENFIELD                     AV","34.1818","-118.5676","0922 1822",NA,NA,NA,NA
"282","221605629",2022-02-21,2020-10-31,"2000","16","Foothill","1601","1","121","RAPE, FORCIBLE","11","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","121","812","12800    PAXTON                       ST","34.2865","-118.4161","0558 0913 1258 0527","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"283","221907310",2022-03-21,2020-03-19,"1510","19","Mission","1984","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","7","F","H","501","SINGLE FAMILY DWELLING","JA","Juv Arrest","815","998","8600    WILLIS                       AV","34.2266","-118.4553","1402 0554 1258 0515 0913 1817 2024","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"284","221605942",2022-03-02,2020-08-27,"800","16","Foothill","1613","2","810","SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ","14","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","810",NA,"12600    PIERCE                       ST","34.2758","-118.4052","0533 1814 0522 0527 1259 0913",NA,NA,NA,NA
"285","220221083",2022-12-02,2020-11-28,"1600","2","Rampart","269","1","121","RAPE, FORCIBLE","19","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","121",NA,"700 S  BIXEL                        ST","34.0509","-118.2642","1262 0913 1206 0500 0527","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"286","210805061",2020-12-24,2020-12-23,"1200","8","West LA","823","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","62","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","331",NA,"15300    DE PAUW                      ST","34.039","-118.5262","0344 1822 1202 0385",NA,NA,NA,NA
"287","221418972",2022-11-15,2020-11-15,"1200","14","Pacific","1414","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","28","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","626",NA,"600    INDIANA                      AV","33.9962","-118.4694","2000 0400 1813 0552","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"288","220116036",2022-06-17,2020-03-23,"1200","1","Central","135","2","354","THEFT OF IDENTITY","48","M","B","112","BUS, SCHOOL, CHURCH","IC","Invest Cont","354",NA,"100 E  3RD                          ST","34.0495","-118.2459","0927 1822 1414",NA,NA,NA,NA
"289","221916942",2022-11-15,2020-04-01,"5","19","Mission","1904","1","820","ORAL COPULATION","8","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","812","820","14000    LAKESIDE                     ST","34.321","-118.4381","1258 0554 0913 1817 0421 2024 0507","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"290","210304538",2020-12-21,2020-01-01,"1200","3","Southwest","363","1","820","ORAL COPULATION","6","F","B","501","SINGLE FAMILY DWELLING","JO","Juv Other","812","820","4100    MARLTON                      AV","34.0102","-118.3404","1258 1251 0913 0555 0512 0550 0510","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"291","220605303",2022-01-30,2020-01-10,"800","6","Hollywood","669","2","354","THEFT OF IDENTITY","28","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1100 N  ARDMORE                      AV","34.0908","-118.3012","0377 1822 1501 0930 0928 0929",NA,NA,NA,NA
"292","220407289",2022-04-06,2020-09-01,"1130","4","Hollenbeck","464","2","860","BATTERY WITH SEXUAL CONTACT","12","F","H","102","SIDEWALK","IC","Invest Cont","860",NA,"PERCY","34.0445","-118.2116","0500 0522 1822 0400","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","SPENCE",NA
"293","220504793",2022-01-22,2020-04-01,"935","5","Harbor","532","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","28","F","H","710","OTHER PREMISE","IC","Invest Cont","956",NA,"1100    MCDONALD                     AV","33.7845","-118.2714","1906",NA,NA,NA,NA
"294","211206256",2020-10-24,2020-10-23,"1800","12","77th Street","1248","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","31","M","I","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","740",NA,"900 W  65TH                         ST","33.9801","-118.2914","0329 1300",NA,NA,NA,NA
"295","231404594",2022-12-31,2020-03-04,"2","14","Pacific","1454","2","354","THEFT OF IDENTITY","54","M","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"12900    WALSH                        AV","33.9869","-118.4301","0377",NA,NA,NA,NA
"296","221916382",2022-11-02,2020-11-11,"1200","19","Mission","1962","2","354","THEFT OF IDENTITY","31","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"15100    TAMARACK                     CT","34.239","-118.4618","0929 1822",NA,NA,NA,NA
"297","230110332",2020-11-26,2020-11-26,"1000","1","Central","132","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","19","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","815",NA,"200 S  OLIVE                        ST","34.0535","-118.2491","2000 0913 0515","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"298","230320974",2023-12-08,2020-04-22,"655","3","Southwest","362","2","354","THEFT OF IDENTITY","50","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"3800    POTOMAC                      AV","34.016","-118.346","1822 0100",NA,NA,NA,NA
"299","232104037",2023-01-02,2020-02-01,"1700","21","Topanga","2148","2","940","EXTORTION","23","F","W","103","ALLEY","AO","Adult Other","940",NA,"VANOWEN                      ST","34.1938","-118.571","2000 0337",NA,NA,"WINNETKA                     AV",NA
"300","220319193",2022-10-27,2020-11-12,"1500","3","Southwest","393","2","946","OTHER MISCELLANEOUS CRIME","53","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","946",NA,"4100    GARTHWAITE                   AV","34.0094","-118.3231","0602 0913 0400",NA,NA,NA,NA
"301","231110558",2023-06-27,2020-08-07,"1400","11","Northeast","1149","2","946","OTHER MISCELLANEOUS CRIME","26","M","B","710","OTHER PREMISE","IC","Invest Cont","946",NA,"200 N  AVE 55","34.1094","-118.1963",NA,NA,NA,NA,NA
"302","221509576",2022-05-13,2020-05-20,"1500","15","N Hollywood","1543","2","625","OTHER ASSAULT","48","M","H","108","PARKING LOT","AO","Adult Other","625",NA,"12100    BURBANK                      BL","34.1721","-118.3965","0444 0416 0356","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"303","221907738",2022-04-01,2020-01-01,"1200","19","Mission","1987","2","354","THEFT OF IDENTITY","16","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"8500    MAMMOTH                      AV","34.2249","-118.4344",NA,NA,NA,NA,NA
"304","230604435",2023-01-11,2020-12-13,"2000","6","Hollywood","667","1","310","BURGLARY","45","F","W","120","STORAGE SHED","IC","Invest Cont","310",NA,"5800    SANTA MONICA                 BL","34.0944","-118.319","1822 0344","500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"305","220908425",2022-04-26,2020-11-20,"1600","9","Van Nuys","952","1","310","BURGLARY","50","F","H","221","PUBLIC STORAGE","IC","Invest Cont","310",NA,"5200 N  SEPULVEDA                    BL","34.1649","-118.4661","0344 1601",NA,NA,NA,NA
"306","230911235",2023-06-29,2020-11-01,"600","9","Van Nuys","964","2","354","THEFT OF IDENTITY","46","M","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"5100    STANSBURY                    AV","34.1635","-118.4411","0377",NA,NA,NA,NA
"307","230818509",2023-11-20,2020-01-01,"700","8","West LA","823","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","44","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","341",NA,"800    VIA DE LA PAZ","34.0448","-118.5277","0601 1822",NA,NA,NA,NA
"308","232109597",2023-05-27,2020-07-14,"1655","21","Topanga","2118","2","354","THEFT OF IDENTITY","52","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"20400    CANTARA                      ST","34.2191","-118.5771","1822 0922 0929 0930",NA,NA,NA,NA
"309","221011819",2022-07-20,2020-07-19,"1800","10","West Valley","1004","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","80","F","K","108","PARKING LOT","IC","Invest Cont","331",NA,"18400    INGOMAR                      ST","34.212","-118.534","1822 0344 1300",NA,NA,NA,NA
"310","231711215",2023-06-12,2020-11-12,"1110","17","Devonshire","1701","2","354","THEFT OF IDENTITY","51","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"20600    LUGANO                       WY","34.2799","-118.5818","0929 1822 0930",NA,NA,NA,NA
"311","210907013",2021-03-16,2020-11-15,"1200","9","Van Nuys","931","2","940","EXTORTION","59","M","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","940",NA,"6300    PEACH                        AV","34.1848","-118.4675","1202 0337",NA,NA,NA,NA
"312","230507982",2023-04-20,2020-04-01,"1","5","Harbor","563","2","624","BATTERY - SIMPLE ASSAULT","14","F","W","501","SINGLE FAMILY DWELLING","JO","Juv Other","624",NA,"700 S  LELAND                       ST","33.7379","-118.3012","0913 1259","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"313","230714761",2023-09-18,2020-06-16,"1445","7","Wilshire","758","2","354","THEFT OF IDENTITY","33","F","J","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1100 S  MUIRFIELD                    RD","34.0537","-118.3327","0930",NA,NA,NA,NA
"314","221211022",2022-04-26,2020-04-26,"2115","12","77th Street","1204","2","354","THEFT OF IDENTITY","41","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1100 W  VERNON                       AV","34.0037","-118.2938","0100",NA,NA,NA,NA
"315","221313048",2022-06-17,2020-01-01,"1","13","Newton","1303","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","51","M","O","406","OTHER STORE","IC","Invest Cont","341",NA,"1000    TOWNE                        AV","34.0342","-118.2496","1822 0344 0601",NA,NA,NA,NA
"316","241904532",2023-12-19,2020-05-01,"5","19","Mission","1993","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","8","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","812","815","8100 N  SEPULVEDA                    PL","34.2181","-118.4664","1258 0522 0515 0913 1817 1801","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"317","230309845",2023-04-24,2020-09-01,"1200","3","Southwest","319","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","30","M","W","203","OTHER BUSINESS","AO","Adult Other","956",NA,"1900    PARK GROVE                   AV","34.0363","-118.2762","0342 0913 1236 1906 1913",NA,NA,NA,NA
"318","231810615",2023-05-17,2020-01-01,"1200","18","Southeast","1849","1","820","ORAL COPULATION","3","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","812","820","2000 E  115TH                        ST","33.9305","-118.2363","0913 0360 0507 1257","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"319","220110779",2022-04-21,2020-11-28,"1700","1","Central","111","2","662","BUNCO, GRAND THEFT","55","F","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","662",NA,"500 W  CESAR E CHAVEZ               AV","34.0592","-118.2414","0800 0701 0344 1822",NA,NA,NA,NA
"320","220106694",2022-02-16,2020-03-13,"1900","1","Central","111","2","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0","X","X","721","HIGH SCHOOL","IC","Invest Cont","668",NA,"400 N  GRAND                        AV","34.0595","-118.2451","1803 0344 0913",NA,NA,NA,NA
"321","230126260",2023-12-11,2020-12-10,"800","1","Central","182","1","330","BURGLARY FROM VEHICLE","28","M","W","101","STREET","IC","Invest Cont","330",NA,"1100 S  GRAND                        AV","34.0415","-118.262","1822 1300 1307 0344","500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"322","231223480",2023-11-21,2020-02-02,"1","12","77th Street","1233","2","845","SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","0","X","X","501","SINGLE FAMILY DWELLING","IC","Invest Cont","845",NA,"5800    HAAS                         AV","33.9891","-118.3167","1501",NA,NA,NA,NA
"323","221507610",2022-03-28,2020-03-22,"500","15","N Hollywood","1548","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","33","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","236",NA,"5200    HARMONY                      AV","34.1649","-118.3665","2000 0400 0416 0444","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"324","231218307",2023-08-18,2020-07-06,"1605","12","77th Street","1218","2","354","THEFT OF IDENTITY","28","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"800 W  52ND                         ST","33.9953","-118.2872","0100 0930 0922 1822 0917",NA,NA,NA,NA
"325","220611171",2022-05-31,2020-03-10,"1000","6","Hollywood","632","2","354","THEFT OF IDENTITY","49","M","O","710","OTHER PREMISE","IC","Invest Cont","354",NA,"8400    HOLLYWOOD                    BL","34.0994","-118.3727","1822",NA,NA,NA,NA
"326","220705297",2022-02-04,2020-11-01,"1255","7","Wilshire","736","2","354","THEFT OF IDENTITY","44","F","H","145","MAIL BOX","IC","Invest Cont","354",NA,"300 S  DETROIT                      ST","34.0683","-118.3451","0344",NA,NA,NA,NA
"327","231805308",2023-01-26,2020-07-15,"1238","18","Southeast","1842","2","354","THEFT OF IDENTITY","23","F","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"100 W  IMPERIAL                     HY","33.9347","-118.2761","1822 0922 0929 0930",NA,NA,NA,NA
"328","231311304",2023-05-25,2020-06-15,"1535","13","Newton","1377","2","354","THEFT OF IDENTITY","31","M","J","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"5500    MORGAN                       AV","33.993","-118.2446","1822",NA,NA,NA,NA
"329","220804051",2021-12-11,2020-01-18,"910","8","West LA","882","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","37","F","W","501","SINGLE FAMILY DWELLING","AO","Adult Other","956",NA,"1900    SAWTELLE                     BL","34.0425","-118.445","1906 0913",NA,NA,NA,NA
"330","221005035",2022-01-29,2020-08-01,"1500","10","West Valley","1035","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","13","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","JO","Juv Other","812","860","6600    DARBY                        AV","34.1902","-118.5335","0913 0360 0400 0551 1259","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
